@relation urlClassifyTrainData

@attribute Label {SOHOA,BATDONGSAN,DULICH,THOITRANG}
@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric
@attribute 25 numeric
@attribute 26 numeric
@attribute 27 numeric
@attribute 28 numeric
@attribute 29 numeric
@attribute 30 numeric
@attribute 31 numeric
@attribute 32 numeric
@attribute 33 numeric
@attribute 34 numeric
@attribute 35 numeric
@attribute 36 numeric
@attribute 37 numeric
@attribute 38 numeric
@attribute 39 numeric
@attribute 40 numeric
@attribute 41 numeric
@attribute 42 numeric
@attribute 43 numeric
@attribute 44 numeric
@attribute 45 numeric
@attribute 46 numeric
@attribute 47 numeric
@attribute 48 numeric
@attribute 49 numeric
@attribute 50 numeric
@attribute 51 numeric
@attribute 52 numeric
@attribute 53 numeric
@attribute 54 numeric
@attribute 55 numeric
@attribute 56 numeric
@attribute 57 numeric
@attribute 58 numeric
@attribute 59 numeric
@attribute 60 numeric
@attribute 61 numeric
@attribute 62 numeric
@attribute 63 numeric
@attribute 64 numeric
@attribute 65 numeric
@attribute 66 numeric
@attribute 67 numeric
@attribute 68 numeric
@attribute 69 numeric
@attribute 70 numeric
@attribute 71 numeric
@attribute 72 numeric
@attribute 73 numeric
@attribute 74 numeric
@attribute 75 numeric
@attribute 76 numeric
@attribute 77 numeric
@attribute 78 numeric
@attribute 79 numeric
@attribute 80 numeric
@attribute 81 numeric
@attribute 82 numeric
@attribute 83 numeric
@attribute 84 numeric
@attribute 85 numeric
@attribute 86 numeric
@attribute 87 numeric
@attribute 88 numeric
@attribute 89 numeric
@attribute 90 numeric

@data
SOHOA,0.062069,0.006897,0.02069,0.02069,0.006897,0.006897,0.103448,0.034483,0.006897,0.02069,0.006897,0.006897,0.006897,0.02069,0.02069,0.006897,0.006897,0.006897,0.006897,0.006897,0.006897,0.034483,0.006897,0.006897,0.006897,0.006897,0.006897,0.006897,0.006897,0.02069,0.006897,0.02069,0.006897,0.006897,0.006897,0.006897,0.006897,0.02069,0.006897,0.006897,0.006897,0.006897,0.006897,0.006897,0.006897,0.006897,0.006897,0.006897,0.006897,0.006897,0.006897,0.02069,0.006897,0.006897,0.006897,0.006897,0.006897,0.006897,0.006897,0.006897,0.006897,0.006897,0.006897,0.006897,0.006897,0.006897,0.006897,0.006897,0.034483,0.006897,0.006897,0.006897,0.006897,0.006897,0.006897,0.006897,0.006897,0.006897,0.006897,0.006897,0.006897,0.006897,0.02069,0.006897,0.006897,0.006897,0.006897,0.006897,0.006897,0.006897,0.006897
SOHOA,0.006211,0.018634,0.018634,0.006211,0.093168,0.018634,0.006211,0.006211,0.006211,0.006211,0.006211,0.031056,0.018634,0.043478,0.006211,0.006211,0.018634,0.006211,0.006211,0.006211,0.006211,0.006211,0.006211,0.018634,0.006211,0.006211,0.018634,0.006211,0.006211,0.006211,0.006211,0.006211,0.006211,0.018634,0.006211,0.006211,0.006211,0.018634,0.006211,0.006211,0.006211,0.006211,0.006211,0.006211,0.006211,0.006211,0.006211,0.006211,0.006211,0.006211,0.006211,0.018634,0.006211,0.006211,0.006211,0.006211,0.018634,0.006211,0.006211,0.006211,0.006211,0.006211,0.006211,0.006211,0.006211,0.006211,0.006211,0.055901,0.006211,0.006211,0.031056,0.006211,0.006211,0.018634,0.006211,0.006211,0.018634,0.006211,0.018634,0.018634,0.018634,0.006211,0.006211,0.006211,0.006211,0.006211,0.006211,0.006211,0.006211,0.006211,0.018634
SOHOA,0.002445,0.002445,0.002445,0.002445,0.012225,0.119804,0.007335,0.232274,0.002445,0.002445,0.002445,0.002445,0.002445,0.007335,0.002445,0.007335,0.007335,0.002445,0.002445,0.041565,0.002445,0.002445,0.002445,0.002445,0.002445,0.002445,0.002445,0.002445,0.007335,0.002445,0.002445,0.002445,0.002445,0.007335,0.002445,0.002445,0.002445,0.007335,0.012225,0.007335,0.007335,0.002445,0.002445,0.002445,0.002445,0.002445,0.026895,0.002445,0.002445,0.002445,0.002445,0.007335,0.007335,0.022005,0.002445,0.002445,0.002445,0.002445,0.002445,0.002445,0.002445,0.002445,0.002445,0.002445,0.007335,0.119804,0.002445,0.002445,0.002445,0.002445,0.007335,0.002445,0.002445,0.012225,0.002445,0.007335,0.012225,0.012225,0.002445,0.100244,0.002445,0.002445,0.017115,0.002445,0.002445,0.002445,0.002445,0.002445,0.002445,0.002445,0.002445
DULICH,0.132924,0.002045,0.002045,0.002045,0.002045,0.002045,0.002045,0.002045,0.002045,0.002045,0.010225,0.002045,0.002045,0.006135,0.002045,0.042945,0.002045,0.006135,0.002045,0.006135,0.010225,0.124744,0.014315,0.002045,0.002045,0.002045,0.002045,0.002045,0.002045,0.014315,0.018405,0.006135,0.022495,0.002045,0.002045,0.002045,0.038855,0.002045,0.022495,0.002045,0.002045,0.002045,0.014315,0.006135,0.002045,0.006135,0.006135,0.002045,0.042945,0.010225,0.002045,0.002045,0.002045,0.006135,0.002045,0.002045,0.002045,0.002045,0.079755,0.006135,0.002045,0.002045,0.002045,0.002045,0.002045,0.006135,0.006135,0.014315,0.010225,0.002045,0.002045,0.002045,0.002045,0.006135,0.002045,0.006135,0.002045,0.002045,0.002045,0.018405,0.010225,0.038855,0.104294,0.002045,0.002045,0.002045,0.002045,0.002045,0.002045,0.002045,0.010225
THOITRANG,0.002667,0.002667,0.008,0.002667,0.002667,0.024,0.008,0.002667,0.002667,0.002667,0.002667,0.002667,0.008,0.008,0.013333,0.002667,0.002667,0.002667,0.002667,0.013333,0.008,0.024,0.002667,0.045333,0.002667,0.002667,0.194667,0.002667,0.002667,0.008,0.002667,0.002667,0.008,0.002667,0.018667,0.002667,0.002667,0.013333,0.024,0.002667,0.008,0.024,0.013333,0.008,0.002667,0.018667,0.002667,0.002667,0.002667,0.013333,0.008,0.125333,0.002667,0.002667,0.013333,0.002667,0.002667,0.002667,0.024,0.050667,0.002667,0.002667,0.002667,0.002667,0.013333,0.002667,0.002667,0.002667,0.002667,0.002667,0.002667,0.008,0.002667,0.034667,0.002667,0.008,0.008,0.008,0.002667,0.013333,0.002667,0.008,0.013333,0.008,0.002667,0.002667,0.002667,0.002667,0.002667,0.002667,0.002667
DULICH,0.005917,0.005917,0.04142,0.005917,0.005917,0.005917,0.005917,0.029586,0.005917,0.005917,0.017751,0.005917,0.029586,0.005917,0.005917,0.005917,0.005917,0.005917,0.005917,0.005917,0.017751,0.005917,0.005917,0.005917,0.005917,0.005917,0.005917,0.005917,0.005917,0.005917,0.005917,0.04142,0.017751,0.005917,0.005917,0.005917,0.053254,0.005917,0.017751,0.005917,0.017751,0.005917,0.005917,0.005917,0.005917,0.005917,0.005917,0.005917,0.005917,0.005917,0.005917,0.005917,0.005917,0.005917,0.005917,0.005917,0.005917,0.005917,0.088757,0.017751,0.005917,0.005917,0.005917,0.017751,0.005917,0.005917,0.005917,0.005917,0.005917,0.005917,0.005917,0.005917,0.005917,0.005917,0.005917,0.005917,0.005917,0.005917,0.005917,0.088757,0.005917,0.029586,0.005917,0.005917,0.005917,0.029586,0.005917,0.005917,0.005917,0.005917,0.005917
DULICH,0.001387,0.001387,0.001387,0.012483,0.001387,0.001387,0.001387,0.001387,0.001387,0.004161,0.006935,0.012483,0.020804,0.001387,0.034674,0.001387,0.001387,0.009709,0.004161,0.009709,0.004161,0.065187,0.004161,0.004161,0.001387,0.001387,0.006935,0.004161,0.001387,0.009709,0.004161,0.001387,0.026352,0.001387,0.001387,0.001387,0.004161,0.001387,0.006935,0.001387,0.001387,0.001387,0.001387,0.001387,0.001387,0.020804,0.001387,0.029126,0.126214,0.009709,0.001387,0.004161,0.001387,0.004161,0.001387,0.001387,0.001387,0.004161,0.131761,0.048544,0.001387,0.004161,0.001387,0.004161,0.001387,0.009709,0.006935,0.001387,0.004161,0.001387,0.001387,0.10957,0.009709,0.004161,0.001387,0.004161,0.012483,0.001387,0.001387,0.006935,0.001387,0.012483,0.065187,0.004161,0.001387,0.001387,0.001387,0.042996,0.001387,0.001387,0.001387
DULICH,0.016949,0.002421,0.041162,0.012107,0.002421,0.002421,0.002421,0.002421,0.002421,0.002421,0.041162,0.002421,0.007264,0.002421,0.002421,0.002421,0.002421,0.002421,0.002421,0.026634,0.007264,0.007264,0.002421,0.002421,0.002421,0.002421,0.026634,0.002421,0.002421,0.041162,0.007264,0.007264,0.002421,0.002421,0.002421,0.016949,0.002421,0.012107,0.007264,0.026634,0.007264,0.026634,0.002421,0.016949,0.007264,0.016949,0.002421,0.002421,0.007264,0.007264,0.002421,0.012107,0.002421,0.007264,0.002421,0.002421,0.002421,0.012107,0.205811,0.021792,0.002421,0.002421,0.002421,0.002421,0.016949,0.002421,0.065375,0.002421,0.007264,0.007264,0.002421,0.002421,0.002421,0.007264,0.002421,0.002421,0.002421,0.007264,0.007264,0.021792,0.007264,0.050847,0.007264,0.012107,0.007264,0.002421,0.002421,0.002421,0.002421,0.002421,0.002421
BATDONGSAN,0.003559,0.010676,0.010676,0.003559,0.003559,0.010676,0.003559,0.017794,0.003559,0.003559,0.003559,0.003559,0.003559,0.010676,0.003559,0.003559,0.003559,0.003559,0.003559,0.003559,0.010676,0.003559,0.003559,0.003559,0.003559,0.003559,0.003559,0.003559,0.024911,0.017794,0.003559,0.003559,0.032028,0.231317,0.003559,0.003559,0.010676,0.010676,0.153025,0.003559,0.010676,0.003559,0.003559,0.003559,0.024911,0.074733,0.003559,0.003559,0.010676,0.003559,0.003559,0.003559,0.003559,0.003559,0.003559,0.003559,0.003559,0.003559,0.003559,0.003559,0.003559,0.003559,0.003559,0.003559,0.003559,0.003559,0.003559,0.003559,0.003559,0.024911,0.003559,0.003559,0.003559,0.003559,0.003559,0.003559,0.003559,0.003559,0.003559,0.003559,0.003559,0.003559,0.046263,0.003559,0.003559,0.003559,0.003559,0.003559,0.003559,0.003559,0.003559
THOITRANG,0.008827,0.003783,0.001261,0.001261,0.001261,0.001261,0.001261,0.003783,0.006305,0.001261,0.001261,0.001261,0.001261,0.001261,0.003783,0.001261,0.003783,0.001261,0.001261,0.006305,0.003783,0.001261,0.001261,0.001261,0.001261,0.001261,0.001261,0.001261,0.001261,0.001261,0.003783,0.003783,0.001261,0.003783,0.001261,0.001261,0.006305,0.003783,0.003783,0.003783,0.001261,0.001261,0.001261,0.001261,0.003783,0.001261,0.001261,0.003783,0.008827,0.001261,0.001261,0.672131,0.003783,0.003783,0.021438,0.001261,0.001261,0.001261,0.001261,0.003783,0.001261,0.02396,0.006305,0.001261,0.001261,0.001261,0.008827,0.001261,0.001261,0.013871,0.001261,0.001261,0.001261,0.001261,0.016393,0.013871,0.001261,0.001261,0.001261,0.041614,0.001261,0.003783,0.003783,0.003783,0.001261,0.001261,0.001261,0.001261,0.001261,0.001261,0.001261
DULICH,0.002765,0.013825,0.010138,0.002765,0.000922,0.032258,0.004608,0.000922,0.000922,0.000922,0.000922,0.000922,0.006452,0.019355,0.013825,0.013825,0.008295,0.015668,0.004608,0.002765,0.006452,0.000922,0.002765,0.000922,0.000922,0.000922,0.000922,0.004608,0.000922,0.002765,0.000922,0.010138,0.004608,0.006452,0.000922,0.000922,0.004608,0.015668,0.002765,0.002765,0.004608,0.000922,0.000922,0.000922,0.002765,0.019355,0.002765,0.000922,0.004608,0.045161,0.013825,0.011982,0.004608,0.021198,0.000922,0.004608,0.000922,0.000922,0.023041,0.002765,0.000922,0.006452,0.030415,0.000922,0.002765,0.024885,0.22212,0.006452,0.034101,0.013825,0.000922,0.000922,0.000922,0.004608,0.004608,0.000922,0.017512,0.050691,0.000922,0.104147,0.034101,0.017512,0.004608,0.008295,0.002765,0.000922,0.000922,0.000922,0.000922,0.000922,0.002765
DULICH,0.001067,0.001067,0.001067,0.003202,0.001067,0.001067,0.001067,0.001067,0.001067,0.003202,0.001067,0.001067,0.005336,0.01174,0.005336,0.001067,0.009605,0.003202,0.005336,0.001067,0.01174,0.001067,0.001067,0.001067,0.001067,0.001067,0.003202,0.003202,0.001067,0.001067,0.001067,0.003202,0.003202,0.003202,0.001067,0.001067,0.001067,0.01174,0.013874,0.001067,0.007471,0.007471,0.026681,0.001067,0.001067,0.005336,0.005336,0.003202,0.001067,0.009605,0.001067,0.020277,0.005336,0.013874,0.005336,0.007471,0.003202,0.001067,0.041622,0.009605,0.009605,0.001067,0.001067,0.001067,0.009605,0.009605,0.284952,0.007471,0.001067,0.009605,0.007471,0.118463,0.001067,0.003202,0.001067,0.001067,0.005336,0.001067,0.001067,0.133404,0.001067,0.005336,0.007471,0.005336,0.01174,0.026681,0.001067,0.022412,0.003202,0.003202,0.001067
SOHOA,0.003003,0.003003,0.003003,0.003003,0.447447,0.027027,0.009009,0.003003,0.087087,0.015015,0.003003,0.003003,0.003003,0.009009,0.003003,0.003003,0.009009,0.003003,0.003003,0.015015,0.003003,0.003003,0.003003,0.003003,0.003003,0.003003,0.015015,0.003003,0.003003,0.009009,0.003003,0.003003,0.009009,0.003003,0.003003,0.003003,0.009009,0.003003,0.003003,0.003003,0.003003,0.003003,0.003003,0.003003,0.003003,0.003003,0.009009,0.003003,0.009009,0.003003,0.003003,0.009009,0.003003,0.009009,0.003003,0.003003,0.003003,0.003003,0.003003,0.009009,0.003003,0.009009,0.003003,0.003003,0.003003,0.039039,0.003003,0.003003,0.003003,0.003003,0.003003,0.003003,0.003003,0.015015,0.003003,0.003003,0.003003,0.003003,0.003003,0.003003,0.003003,0.003003,0.003003,0.021021,0.003003,0.003003,0.003003,0.003003,0.003003,0.003003,0.003003
BATDONGSAN,0.009009,0.009009,0.003003,0.009009,0.027027,0.003003,0.003003,0.003003,0.003003,0.021021,0.021021,0.003003,0.003003,0.009009,0.003003,0.003003,0.009009,0.003003,0.003003,0.045045,0.003003,0.015015,0.003003,0.003003,0.003003,0.003003,0.021021,0.009009,0.003003,0.033033,0.003003,0.021021,0.297297,0.099099,0.003003,0.003003,0.009009,0.021021,0.033033,0.003003,0.003003,0.015015,0.003003,0.003003,0.003003,0.003003,0.009009,0.003003,0.003003,0.009009,0.003003,0.009009,0.009009,0.003003,0.003003,0.003003,0.003003,0.003003,0.003003,0.009009,0.003003,0.003003,0.003003,0.003003,0.003003,0.003003,0.015015,0.003003,0.003003,0.003003,0.003003,0.003003,0.003003,0.003003,0.003003,0.003003,0.003003,0.003003,0.003003,0.009009,0.003003,0.003003,0.009009,0.003003,0.003003,0.003003,0.003003,0.003003,0.003003,0.003003,0.003003
THOITRANG,0.004016,0.004016,0.004016,0.004016,0.004016,0.004016,0.004016,0.004016,0.004016,0.004016,0.004016,0.004016,0.004016,0.012048,0.012048,0.004016,0.004016,0.004016,0.012048,0.004016,0.012048,0.004016,0.02008,0.004016,0.004016,0.004016,0.004016,0.004016,0.004016,0.004016,0.004016,0.004016,0.004016,0.004016,0.004016,0.012048,0.004016,0.004016,0.02008,0.004016,0.004016,0.004016,0.004016,0.004016,0.004016,0.004016,0.004016,0.004016,0.004016,0.012048,0.004016,0.389558,0.004016,0.004016,0.02008,0.004016,0.004016,0.004016,0.004016,0.02008,0.004016,0.004016,0.004016,0.004016,0.004016,0.036145,0.028112,0.004016,0.004016,0.012048,0.004016,0.004016,0.004016,0.012048,0.004016,0.012048,0.004016,0.02008,0.012048,0.012048,0.004016,0.004016,0.012048,0.004016,0.02008,0.004016,0.004016,0.004016,0.004016,0.004016,0.004016
BATDONGSAN,0.014354,0.004785,0.033493,0.004785,0.004785,0.043062,0.004785,0.023923,0.004785,0.004785,0.004785,0.014354,0.07177,0.033493,0.004785,0.004785,0.004785,0.004785,0.004785,0.004785,0.014354,0.014354,0.004785,0.004785,0.004785,0.004785,0.004785,0.062201,0.004785,0.004785,0.014354,0.014354,0.014354,0.014354,0.004785,0.004785,0.052632,0.004785,0.033493,0.004785,0.014354,0.004785,0.004785,0.004785,0.004785,0.023923,0.004785,0.014354,0.004785,0.004785,0.004785,0.004785,0.014354,0.004785,0.014354,0.004785,0.004785,0.004785,0.004785,0.014354,0.004785,0.004785,0.004785,0.023923,0.014354,0.014354,0.004785,0.004785,0.004785,0.014354,0.004785,0.004785,0.023923,0.014354,0.004785,0.004785,0.004785,0.004785,0.004785,0.004785,0.004785,0.004785,0.033493,0.004785,0.004785,0.004785,0.004785,0.004785,0.004785,0.004785,0.004785
SOHOA,0.004405,0.004405,0.004405,0.004405,0.066079,0.013216,0.110132,0.013216,0.004405,0.004405,0.004405,0.004405,0.013216,0.022026,0.022026,0.004405,0.004405,0.004405,0.004405,0.004405,0.004405,0.004405,0.004405,0.004405,0.004405,0.004405,0.004405,0.004405,0.004405,0.004405,0.022026,0.004405,0.004405,0.004405,0.004405,0.004405,0.004405,0.004405,0.013216,0.004405,0.039648,0.004405,0.004405,0.004405,0.004405,0.07489,0.013216,0.004405,0.039648,0.004405,0.004405,0.004405,0.004405,0.004405,0.004405,0.004405,0.004405,0.004405,0.004405,0.013216,0.004405,0.004405,0.004405,0.004405,0.013216,0.022026,0.013216,0.004405,0.004405,0.004405,0.004405,0.004405,0.004405,0.004405,0.004405,0.004405,0.013216,0.013216,0.013216,0.022026,0.013216,0.013216,0.004405,0.004405,0.004405,0.004405,0.004405,0.030837,0.004405,0.066079,0.004405
SOHOA,0.00241,0.00241,0.031325,0.00241,0.050602,0.050602,0.127711,0.286747,0.00241,0.007229,0.00241,0.00241,0.007229,0.007229,0.007229,0.00241,0.00241,0.00241,0.00241,0.00241,0.00241,0.00241,0.00241,0.00241,0.00241,0.00241,0.00241,0.00241,0.00241,0.007229,0.00241,0.00241,0.007229,0.012048,0.00241,0.021687,0.00241,0.00241,0.00241,0.00241,0.00241,0.00241,0.00241,0.007229,0.012048,0.012048,0.050602,0.00241,0.00241,0.00241,0.00241,0.00241,0.00241,0.007229,0.00241,0.00241,0.00241,0.00241,0.00241,0.00241,0.00241,0.00241,0.00241,0.00241,0.007229,0.00241,0.00241,0.00241,0.007229,0.007229,0.007229,0.00241,0.007229,0.007229,0.00241,0.00241,0.00241,0.00241,0.00241,0.06988,0.00241,0.007229,0.00241,0.00241,0.00241,0.00241,0.007229,0.00241,0.00241,0.007229,0.00241
SOHOA,0.002933,0.002933,0.002933,0.002933,0.038123,0.249267,0.008798,0.196481,0.008798,0.002933,0.002933,0.002933,0.002933,0.008798,0.002933,0.008798,0.002933,0.002933,0.002933,0.008798,0.002933,0.008798,0.002933,0.002933,0.002933,0.002933,0.008798,0.002933,0.014663,0.026393,0.002933,0.002933,0.002933,0.002933,0.002933,0.002933,0.032258,0.002933,0.026393,0.002933,0.002933,0.002933,0.008798,0.002933,0.002933,0.008798,0.002933,0.002933,0.008798,0.002933,0.002933,0.002933,0.008798,0.020528,0.002933,0.002933,0.002933,0.002933,0.002933,0.002933,0.002933,0.002933,0.002933,0.002933,0.014663,0.008798,0.002933,0.002933,0.008798,0.014663,0.002933,0.002933,0.002933,0.008798,0.002933,0.014663,0.002933,0.002933,0.008798,0.020528,0.002933,0.008798,0.008798,0.002933,0.002933,0.002933,0.002933,0.002933,0.002933,0.002933,0.002933
DULICH,0.004651,0.004651,0.004651,0.004651,0.004651,0.032558,0.004651,0.004651,0.004651,0.023256,0.004651,0.106977,0.004651,0.004651,0.069767,0.004651,0.004651,0.004651,0.004651,0.004651,0.004651,0.004651,0.004651,0.013953,0.004651,0.004651,0.013953,0.004651,0.004651,0.013953,0.004651,0.013953,0.004651,0.004651,0.004651,0.004651,0.013953,0.004651,0.032558,0.013953,0.004651,0.04186,0.07907,0.004651,0.004651,0.013953,0.004651,0.004651,0.013953,0.004651,0.004651,0.004651,0.004651,0.013953,0.004651,0.004651,0.004651,0.004651,0.004651,0.023256,0.013953,0.004651,0.004651,0.013953,0.004651,0.004651,0.004651,0.004651,0.004651,0.013953,0.004651,0.013953,0.004651,0.004651,0.004651,0.013953,0.004651,0.004651,0.004651,0.032558,0.004651,0.013953,0.004651,0.013953,0.004651,0.013953,0.013953,0.004651,0.004651,0.013953,0.004651
THOITRANG,0.001255,0.003764,0.006274,0.003764,0.001255,0.003764,0.001255,0.001255,0.001255,0.001255,0.003764,0.003764,0.023839,0.023839,0.10665,0.006274,0.247177,0.033877,0.003764,0.011292,0.001255,0.018821,0.001255,0.001255,0.001255,0.001255,0.018821,0.001255,0.003764,0.013802,0.003764,0.001255,0.001255,0.001255,0.006274,0.001255,0.001255,0.006274,0.001255,0.001255,0.011292,0.003764,0.001255,0.001255,0.003764,0.013802,0.001255,0.001255,0.003764,0.003764,0.001255,0.121706,0.001255,0.001255,0.001255,0.001255,0.001255,0.001255,0.003764,0.001255,0.001255,0.001255,0.02133,0.001255,0.001255,0.001255,0.013802,0.003764,0.001255,0.018821,0.001255,0.008783,0.001255,0.003764,0.001255,0.001255,0.006274,0.001255,0.016311,0.056462,0.001255,0.008783,0.003764,0.048934,0.006274,0.001255,0.001255,0.001255,0.001255,0.003764,0.001255
DULICH,0.00158,0.004739,0.00158,0.00158,0.00158,0.014218,0.00158,0.00158,0.00158,0.00158,0.00158,0.301738,0.023697,0.007899,0.080569,0.00158,0.00158,0.00158,0.00158,0.00158,0.00158,0.00158,0.004739,0.00158,0.00158,0.00158,0.00158,0.00158,0.00158,0.00158,0.00158,0.017378,0.004739,0.00158,0.00158,0.00158,0.004739,0.007899,0.004739,0.004739,0.007899,0.036335,0.011058,0.00158,0.00158,0.007899,0.004739,0.07109,0.00158,0.00158,0.00158,0.023697,0.00158,0.004739,0.007899,0.00158,0.00158,0.00158,0.023697,0.017378,0.00158,0.00158,0.00158,0.007899,0.00158,0.011058,0.055292,0.007899,0.014218,0.014218,0.00158,0.026856,0.00158,0.020537,0.00158,0.004739,0.00158,0.00158,0.00158,0.033175,0.00158,0.007899,0.00158,0.00158,0.00158,0.004739,0.00158,0.00158,0.00158,0.007899,0.00158
BATDONGSAN,0.017964,0.005988,0.005988,0.005988,0.005988,0.005988,0.005988,0.005988,0.005988,0.005988,0.005988,0.005988,0.02994,0.005988,0.017964,0.005988,0.005988,0.005988,0.005988,0.017964,0.005988,0.02994,0.005988,0.005988,0.005988,0.005988,0.005988,0.02994,0.005988,0.017964,0.005988,0.005988,0.053892,0.02994,0.017964,0.005988,0.017964,0.005988,0.017964,0.005988,0.005988,0.005988,0.005988,0.005988,0.017964,0.017964,0.017964,0.005988,0.02994,0.017964,0.005988,0.017964,0.005988,0.017964,0.005988,0.005988,0.005988,0.005988,0.017964,0.005988,0.005988,0.005988,0.005988,0.005988,0.005988,0.005988,0.005988,0.005988,0.005988,0.017964,0.005988,0.005988,0.065868,0.005988,0.005988,0.005988,0.005988,0.005988,0.005988,0.005988,0.005988,0.017964,0.017964,0.005988,0.005988,0.017964,0.005988,0.005988,0.005988,0.017964,0.005988
DULICH,0.001745,0.001745,0.001745,0.001745,0.001745,0.001745,0.001745,0.012216,0.001745,0.001745,0.068063,0.001745,0.005236,0.001745,0.008726,0.005236,0.001745,0.001745,0.001745,0.005236,0.005236,0.005236,0.001745,0.001745,0.001745,0.001745,0.005236,0.001745,0.001745,0.001745,0.001745,0.001745,0.001745,0.005236,0.001745,0.001745,0.001745,0.015707,0.001745,0.012216,0.008726,0.04014,0.005236,0.005236,0.001745,0.022688,0.001745,0.001745,0.008726,0.001745,0.001745,0.008726,0.005236,0.005236,0.001745,0.050611,0.005236,0.026178,0.001745,0.022688,0.001745,0.001745,0.008726,0.001745,0.029668,0.012216,0.256545,0.005236,0.005236,0.022688,0.099476,0.001745,0.001745,0.005236,0.001745,0.012216,0.001745,0.001745,0.001745,0.008726,0.015707,0.001745,0.012216,0.008726,0.019197,0.005236,0.008726,0.005236,0.001745,0.008726,0.001745
DULICH,0.02994,0.005988,0.005988,0.005988,0.005988,0.005988,0.017964,0.02994,0.005988,0.005988,0.005988,0.005988,0.005988,0.017964,0.02994,0.005988,0.005988,0.005988,0.005988,0.005988,0.005988,0.005988,0.005988,0.005988,0.005988,0.005988,0.005988,0.005988,0.005988,0.005988,0.005988,0.005988,0.005988,0.005988,0.005988,0.005988,0.005988,0.005988,0.017964,0.005988,0.005988,0.005988,0.005988,0.005988,0.02994,0.005988,0.005988,0.005988,0.02994,0.017964,0.005988,0.005988,0.005988,0.02994,0.005988,0.005988,0.005988,0.005988,0.077844,0.005988,0.005988,0.005988,0.005988,0.005988,0.005988,0.005988,0.005988,0.017964,0.02994,0.005988,0.005988,0.041916,0.005988,0.041916,0.005988,0.02994,0.005988,0.005988,0.005988,0.041916,0.005988,0.005988,0.02994,0.005988,0.005988,0.005988,0.005988,0.005988,0.005988,0.005988,0.005988
DULICH,0.003003,0.015015,0.003003,0.003003,0.003003,0.003003,0.003003,0.003003,0.003003,0.003003,0.015015,0.003003,0.003003,0.003003,0.003003,0.009009,0.003003,0.027027,0.003003,0.003003,0.003003,0.015015,0.003003,0.003003,0.003003,0.009009,0.015015,0.003003,0.009009,0.003003,0.003003,0.003003,0.003003,0.009009,0.003003,0.003003,0.003003,0.009009,0.015015,0.003003,0.051051,0.003003,0.039039,0.003003,0.015015,0.003003,0.021021,0.003003,0.003003,0.003003,0.003003,0.015015,0.003003,0.009009,0.003003,0.003003,0.171171,0.003003,0.003003,0.009009,0.015015,0.009009,0.033033,0.003003,0.045045,0.063063,0.057057,0.003003,0.021021,0.009009,0.003003,0.003003,0.003003,0.015015,0.009009,0.003003,0.009009,0.003003,0.003003,0.027027,0.015015,0.003003,0.009009,0.003003,0.003003,0.009009,0.003003,0.009009,0.003003,0.003003,0.003003
DULICH,0.002486,0.000829,0.000829,0.000829,0.002486,0.000829,0.000829,0.000829,0.007457,0.000829,0.000829,0.234466,0.040597,0.000829,0.106877,0.000829,0.000829,0.000829,0.0058,0.002486,0.004143,0.017399,0.002486,0.000829,0.000829,0.004143,0.000829,0.002486,0.000829,0.000829,0.004143,0.000829,0.027341,0.002486,0.000829,0.000829,0.000829,0.0058,0.004143,0.000829,0.000829,0.000829,0.000829,0.007457,0.000829,0.002486,0.000829,0.163215,0.0058,0.067109,0.000829,0.019056,0.007457,0.000829,0.000829,0.000829,0.004143,0.002486,0.075394,0.0058,0.000829,0.000829,0.002486,0.000829,0.000829,0.000829,0.02237,0.000829,0.000829,0.012428,0.0058,0.000829,0.000829,0.024027,0.000829,0.000829,0.002486,0.007457,0.000829,0.007457,0.0058,0.002486,0.002486,0.024027,0.000829,0.002486,0.000829,0.000829,0.000829,0.000829,0.000829
THOITRANG,0.001575,0.001575,0.001575,0.001575,0.001575,0.001575,0.001575,0.001575,0.001575,0.001575,0.001575,0.001575,0.001575,0.007874,0.011024,0.004724,0.001575,0.001575,0.004724,0.004724,0.001575,0.001575,0.001575,0.001575,0.004724,0.001575,0.004724,0.001575,0.001575,0.001575,0.004724,0.001575,0.001575,0.001575,0.001575,0.001575,0.004724,0.001575,0.004724,0.001575,0.001575,0.001575,0.001575,0.001575,0.001575,0.029921,0.001575,0.004724,0.001575,0.011024,0.001575,0.483465,0.001575,0.004724,0.001575,0.001575,0.001575,0.001575,0.001575,0.001575,0.001575,0.001575,0.001575,0.001575,0.001575,0.001575,0.026772,0.007874,0.001575,0.004724,0.001575,0.001575,0.004724,0.011024,0.001575,0.001575,0.001575,0.007874,0.001575,0.133858,0.001575,0.004724,0.070866,0.001575,0.001575,0.001575,0.001575,0.001575,0.001575,0.001575,0.033071
